head,relation,tail
author::Tp_X_bYAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::YADiqesAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::Iq3gzh4AAAAJ,coauthored journal,author::z7RWDi0AAAAJ
author::4VXQFKYAAAAJ,coauthored journal,author::z7RWDi0AAAAJ
author::itwnm-AAAAAJ,coauthored journal,author::z7RWDi0AAAAJ
author::i0pkJZoAAAAJ,coauthored journal,author::z7RWDi0AAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::OwdLKtQAAAAJ,coauthored journal,author::z7RWDi0AAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::z7RWDi0AAAAJ
author::AjvtBWIAAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::IJIEntMAAAAJ,coauthored journal,author::MnI3Tm0AAAAJ
author::IJIEntMAAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::IJIEntMAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::IJIEntMAAAAJ,coauthored journal,author::qtFw9UMAAAAJ
author::YADiqesAAAAJ,coauthored journal,author::qtFw9UMAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::IJIEntMAAAAJ,coauthored journal,author::LsydBAMAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::LsydBAMAAAAJ
author::7EQjv9wAAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::7EQjv9wAAAAJ,coauthored journal,author::YADiqesAAAAJ
author::IJIEntMAAAAJ,coauthored journal,author::t5f89iIAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::_n2j0ZAAAAAJ
author::_n2j0ZAAAAAJ,coauthored journal,author::lFCI_vsAAAAJ
author::2lw6P3IAAAAJ,coauthored journal,author::_n2j0ZAAAAAJ
author::_n2j0ZAAAAAJ,coauthored journal,author::wlGfsB0AAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::i0pkJZoAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::o4zdesUAAAAJ
author::i0pkJZoAAAAJ,coauthored journal,author::o4zdesUAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::yXy6kW0AAAAJ
author::_n2j0ZAAAAAJ,coauthored journal,author::yXy6kW0AAAAJ
author::q24bD6AAAAAJ,coauthored journal,author::yXy6kW0AAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::JsEkeOsAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::Thp8jg0AAAAJ
author::Thp8jg0AAAAJ,coauthored journal,author::q24bD6AAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::ZjPpHWsAAAAJ,coauthored journal,author::yXy6kW0AAAAJ
author::N6RJilIAAAAJ,coauthored journal,author::yXy6kW0AAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::zDgqPOsAAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::Smb2eg8AAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::o4zdesUAAAAJ
author::Smb2eg8AAAAJ,coauthored journal,author::o4zdesUAAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::nyyfjCgAAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::Thp8jg0AAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::UL2-upoAAAAJ
author::UL2-upoAAAAJ,coauthored journal,author::VwvPnrcAAAAJ
author::-gGGkMcAAAAJ,coauthored journal,author::FZ00CQ8AAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::MZCJPuIAAAAJ
author::MZCJPuIAAAAJ,coauthored journal,author::VwvPnrcAAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::JsEkeOsAAAAJ
author::34CwHgkAAAAJ,coauthored journal,author::nyyfjCgAAAAJ
author::34CwHgkAAAAJ,coauthored journal,author::jPKU5cAAAAAJ
author::34CwHgkAAAAJ,coauthored journal,author::NO8mJucAAAAJ
author::Smb2eg8AAAAJ,coauthored journal,author::cY1QGVEAAAAJ
author::-BuJoD0AAAAJ,coauthored journal,author::MZCJPuIAAAAJ
author::-BuJoD0AAAAJ,coauthored journal,author::cY1QGVEAAAAJ
author::MZCJPuIAAAAJ,coauthored journal,author::cY1QGVEAAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::Hl6bqU8AAAAJ
author::FZ00CQ8AAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::IJIEntMAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::cY1QGVEAAAAJ
author::IJIEntMAAAAJ,coauthored journal,author::cY1QGVEAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::VwvPnrcAAAAJ
author::VwvPnrcAAAAJ,coauthored journal,author::eEtHoOAAAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::TB0QfMoAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::MnI3Tm0AAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::MnI3Tm0AAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::LsydBAMAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::nWPONc8AAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::AYI1rosAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::AYI1rosAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::MnI3Tm0AAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::34CwHgkAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::TB0QfMoAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::nyyfjCgAAAAJ
author::nyyfjCgAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::YADiqesAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::j8HRV1wAAAAJ,coauthored journal,author::qtFw9UMAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::WdhKN0sAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::TAAC1-AAAAAJ,coauthored journal,author::Thp8jg0AAAAJ
author::TAAC1-AAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::Hl6bqU8AAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::9BWyE0UAAAAJ
author::psg8hdoAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::EBgY5K0AAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::b81qaDkAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::L6O1lvkAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::ZjPpHWsAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::ZjPpHWsAAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::5uDKOUMAAAAJ,coauthored journal,author::MZCJPuIAAAAJ
author::5uDKOUMAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::MZCJPuIAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::n7IAKI0AAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::YADiqesAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::aW1lSOYAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::aW1lSOYAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::aW1lSOYAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::lmlBHlsAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::lmlBHlsAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::n7IAKI0AAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::UL2-upoAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::ZjPpHWsAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::fkxhjZ4AAAAJ
author::S6IJ51cAAAAJ,coauthored journal,author::XdEn69YAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::TB0QfMoAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::AYI1rosAAAAJ
author::5nAJx9wAAAAJ,coauthored journal,author::6MXDzBQAAAAJ
author::5nAJx9wAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::p1pK7E4AAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::RNJ3vNQAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::RNJ3vNQAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::b81qaDkAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::WdhKN0sAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::WdhKN0sAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::JsEkeOsAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::nyyfjCgAAAAJ
author::nyyfjCgAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::fkxhjZ4AAAAJ
author::nWPONc8AAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::Mr22rjsAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::Mr22rjsAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::p1pK7E4AAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::nWPONc8AAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::itwnm-AAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::XdEn69YAAAAJ,coauthored journal,author::nWPONc8AAAAJ
author::nWPONc8AAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::fkxhjZ4AAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::fkxhjZ4AAAAJ
author::fkxhjZ4AAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::AYI1rosAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::LsydBAMAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::AYI1rosAAAAJ,coauthored journal,author::RNJ3vNQAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::N40Vh64AAAAJ
author::N40Vh64AAAAJ,coauthored journal,author::ZjPpHWsAAAAJ
author::N40Vh64AAAAJ,coauthored journal,author::wEGsLv4AAAAJ
author::DiBTIz4AAAAJ,coauthored journal,author::N40Vh64AAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::b81qaDkAAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::BIrtbD8AAAAJ
author::A9L19RMAAAAJ,coauthored journal,author::dfwr-2YAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::A9L19RMAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::4VXQFKYAAAAJ,coauthored journal,author::LsydBAMAAAAJ
author::4VXQFKYAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::Jzuk6doAAAAJ,coauthored journal,author::LsydBAMAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::b4_EdJYAAAAJ
author::b4_EdJYAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::MZCJPuIAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::b81qaDkAAAAJ
author::-BuJoD0AAAAJ,coauthored journal,author::LsydBAMAAAAJ
author::-BuJoD0AAAAJ,coauthored journal,author::ZjPpHWsAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::ZjPpHWsAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::LsydBAMAAAAJ,coauthored journal,author::wlGfsB0AAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::nbtuM4IAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::WdhKN0sAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::JsEkeOsAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::p1pK7E4AAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::aW1lSOYAAAAJ
author::aW1lSOYAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::aW1lSOYAAAAJ
author::WdhKN0sAAAAJ,coauthored journal,author::aW1lSOYAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::5nAJx9wAAAAJ,coauthored journal,author::S6IJ51cAAAAJ
author::5nAJx9wAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::lmlBHlsAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::TB0QfMoAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::nyyfjCgAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::nyyfjCgAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::4VXQFKYAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::TAAC1-AAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::TAAC1-AAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::TB0QfMoAAAAJ,coauthored journal,author::aW1lSOYAAAAJ
author::aW1lSOYAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::JsEkeOsAAAAJ,coauthored journal,author::L6O1lvkAAAAJ
author::JsEkeOsAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::JsEkeOsAAAAJ,coauthored journal,author::j8HRV1wAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::qtFw9UMAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::yXy6kW0AAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::n7IAKI0AAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::Iq3gzh4AAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::BIrtbD8AAAAJ
author::BIrtbD8AAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::9BWyE0UAAAAJ,coauthored journal,author::JsEkeOsAAAAJ
author::NO8mJucAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::NO8mJucAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::NO8mJucAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::XdEn69YAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::XdEn69YAAAAJ
author::XdEn69YAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::Tp_X_bYAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::6f4j4TYAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::aW1lSOYAAAAJ
author::Tp_X_bYAAAAJ,coauthored journal,author::b81qaDkAAAAJ
author::MnI3Tm0AAAAJ,coauthored journal,author::UL2-upoAAAAJ
author::MnI3Tm0AAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::UL2-upoAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::nbtuM4IAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::TAAC1-AAAAAJ
author::TAAC1-AAAAAJ,coauthored journal,author::p1pK7E4AAAAJ
author::TAAC1-AAAAAJ,coauthored journal,author::sHANI1gAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::TB0QfMoAAAAJ
author::lmlBHlsAAAAJ,coauthored journal,author::yObeL8gAAAAJ
author::cY1QGVEAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::cPj-iOIAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::cPj-iOIAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::hjllQ9gAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::RNJ3vNQAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::dfwr-2YAAAAJ,coauthored journal,author::hjllQ9gAAAAJ
author::dfwr-2YAAAAJ,coauthored journal,author::nbtuM4IAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::bTjH6IgAAAAJ
author::6f4j4TYAAAAJ,coauthored journal,author::pb3-UjwAAAAJ
author::MnI3Tm0AAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::7EQjv9wAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::lmlBHlsAAAAJ,coauthored journal,author::t5f89iIAAAAJ
author::6MXDzBQAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::JsEkeOsAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::bTjH6IgAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::o4zdesUAAAAJ
author::aW1lSOYAAAAJ,coauthored journal,author::o4zdesUAAAAJ
author::lmlBHlsAAAAJ,coauthored journal,author::o4zdesUAAAAJ
author::L6O1lvkAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::RES4QIQAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::ZjPpHWsAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::ZjPpHWsAAAAJ,coauthored journal,author::itwnm-AAAAAJ
author::itwnm-AAAAAJ,coauthored journal,author::lmlBHlsAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::WdhKN0sAAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::Thp8jg0AAAAJ
author::1hm7MM8AAAAJ,coauthored journal,author::wwhACXoAAAAJ
author::Thp8jg0AAAAJ,coauthored journal,author::wwhACXoAAAAJ
author::-gGGkMcAAAAJ,coauthored journal,author::1hm7MM8AAAAJ
author::MnI3Tm0AAAAJ,coauthored journal,author::RES4QIQAAAAJ
author::fkxhjZ4AAAAJ,coauthored journal,author::y_OiarcAAAAJ
author::4VXQFKYAAAAJ,coauthored journal,author::y_OiarcAAAAJ
author::OwdLKtQAAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::DiBTIz4AAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::AX-w0AEAAAAJ,coauthored journal,author::DiBTIz4AAAAJ
author::AX-w0AEAAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::lFCI_vsAAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::DiBTIz4AAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::RNJ3vNQAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::wEGsLv4AAAAJ
author::DiBTIz4AAAAJ,coauthored journal,author::RNJ3vNQAAAAJ
author::DiBTIz4AAAAJ,coauthored journal,author::wEGsLv4AAAAJ
author::RNJ3vNQAAAAJ,coauthored journal,author::tzjThtIAAAAJ
author::RNJ3vNQAAAAJ,coauthored journal,author::wEGsLv4AAAAJ
author::tzjThtIAAAAJ,coauthored journal,author::wEGsLv4AAAAJ
author::AX-w0AEAAAAJ,coauthored journal,author::AaC4eAwAAAAJ
author::AX-w0AEAAAAJ,coauthored journal,author::lFCI_vsAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::lFCI_vsAAAAJ
author::DiBTIz4AAAAJ,coauthored journal,author::lFCI_vsAAAAJ
author::AX-w0AEAAAAJ,coauthored journal,author::RNJ3vNQAAAAJ
author::AX-w0AEAAAAJ,coauthored journal,author::Tz8EfXcAAAAJ
author::AX-w0AEAAAAJ,coauthored journal,author::q-sbahIAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::Tz8EfXcAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::q-sbahIAAAAJ
author::DiBTIz4AAAAJ,coauthored journal,author::Tz8EfXcAAAAJ
author::DiBTIz4AAAAJ,coauthored journal,author::q-sbahIAAAAJ
author::RNJ3vNQAAAAJ,coauthored journal,author::Tz8EfXcAAAAJ
author::RNJ3vNQAAAAJ,coauthored journal,author::q-sbahIAAAAJ
author::Tz8EfXcAAAAJ,coauthored journal,author::q-sbahIAAAAJ
author::AaC4eAwAAAAJ,coauthored journal,author::BIrtbD8AAAAJ
